Date,ATM_ID,Withdrawal,Predicted_Withdrawal,Error,Abs_Pct_Error
1998-04-25,T1,32.6530612244898,30.8897583932153,1.76,5.4
1998-04-26,T1,27.1258503401361,28.85688572144431,-1.73,6.4
1998-04-27,T1,22.0946712018141,24.364468761687114,-2.27,10.3
1998-04-28,T1,30.4138321995465,31.110927936992592,-0.7,2.3
1998-04-29,T1,45.9892290249433,41.704318042842395,4.28,9.3
1998-04-30,T1,66.468253968254,57.994709935155925,8.47,12.7
1998-05-01,T1,53.0895691609977,52.53464879173756,0.55,1.0
1998-05-02,T1,40.1643990929705,32.40943460369581,7.75,19.3
1998-05-03,T1,34.5663265306122,32.38627552288245,2.18,6.3
1998-05-04,T1,31.9727891156463,30.96466265574937,1.01,3.2
1998-05-05,T1,22.2789115646259,31.390124825376397,-9.11,40.9
1998-05-06,T1,42.9563492063492,38.05119469430421,4.91,11.4
1998-05-07,T1,62.8259637188209,56.35642418520073,6.47,10.3
1998-05-08,T1,50.1417233560091,48.132384558711536,2.01,4.0
1998-05-09,T1,33.7018140589569,33.04457475806286,0.66,2.0
1998-05-10,T1,28.656462585034,30.720863802936528,-2.06,7.2
1998-05-11,T1,26.4172335600907,27.675437389401914,-1.26,4.8
1998-05-12,T1,27.2534013605442,27.335646320498487,-0.08,0.3
1998-05-13,T1,44.3735827664399,39.96295191183305,4.41,9.9
1998-05-14,T1,65.2069160997732,59.97007463147776,5.24,8.0
1998-05-15,T1,49.7448979591837,49.576816844782726,0.17,0.3
1998-05-16,T1,34.4812925170068,32.61551155316145,1.87,5.4
1998-05-17,T1,32.6672335600907,29.62031683726028,3.05,9.3
1998-03-18,T10,22.8741496598639,19.17097370497531,3.7,16.2
1998-03-19,T10,32.3979591836735,32.79525342538638,-0.4,1.2
1998-03-20,T10,30.8106575963719,28.276445966967255,2.53,8.2
1998-03-21,T10,23.5544217687075,19.782794424963576,3.77,16.0
1998-03-22,T10,16.4115646258503,19.60423691775776,-3.19,19.4
1998-03-23,T10,11.4654195011338,14.674825315371653,-3.21,28.0
1998-03-24,T10,18.3815192743764,15.445852563812405,2.94,16.0
1998-03-25,T10,17.3469387755102,24.08009896993996,-6.73,38.8
1998-03-26,T10,40.4336734693878,31.828202897878466,8.61,21.3
1998-03-27,T10,25.8078231292517,32.02111710805061,-6.21,24.1
1998-03-28,T10,7.27040816326531,18.487931207494135,-11.22,154.3
1998-03-29,T10,13.2511337868481,15.260837128041619,-2.01,15.2
1998-03-30,T10,13.4353741496599,15.391796777961012,-1.96,14.6
1998-03-31,T10,19.4586167800454,17.952080551277803,1.51,7.8
1998-04-01,T10,24.9858276643991,20.750126454197392,4.24,17.0
1998-04-02,T10,36.0969387755102,34.908106861502105,1.19,3.3
1998-04-03,T10,34.7789115646259,29.291652480603137,5.49,15.8
1998-04-04,T10,19.8696145124717,19.64942145079437,0.22,1.1
1998-04-05,T10,14.2431972789116,17.308641464523742,-3.07,21.6
1998-04-06,T10,19.1184807256236,12.963407261266614,6.16,32.2
1998-04-07,T10,21.031746031746,17.624456931108448,3.41,16.2
1998-04-08,T10,34.8639455782313,22.779581659055886,12.08,34.6
1998-04-09,T10,28.4722222222222,38.82981854632289,-10.36,36.4
1998-04-10,T10,30.2862811791383,30.2818046739339,0.0,0.0
1998-04-11,T10,21.1592970521542,18.100718091544838,3.06,14.5
1998-04-12,T10,20.4506802721088,17.2672664728345,3.18,15.5
1998-04-13,T10,23.7670068027211,16.328293813883285,7.44,31.3
1998-04-14,T10,21.2018140589569,21.660914190306595,-0.46,2.2
1998-04-15,T10,24.2772108843537,27.042905342876463,-2.77,11.4
1998-04-16,T10,33.4467120181406,32.292211614591736,1.15,3.4
1998-04-17,T10,26.0770975056689,29.225487275698782,-3.15,12.1
1998-04-18,T10,21.3293650793651,17.378201153696324,3.95,18.5
1998-04-19,T10,18.0272108843537,19.273658383111524,-1.25,6.9
1998-04-20,T10,15.8730158730159,18.24307027847027,-2.37,14.9
1998-04-21,T10,4.12414965986395,19.146894305713577,-15.02,364.2
1998-04-22,T10,38.9172335600907,23.29511995343195,15.62,40.1
1998-04-23,T10,33.3049886621315,34.42988397866284,-1.12,3.4
1998-04-24,T10,28.9257369614512,28.939066158672542,-0.01,0.0
1998-04-25,T10,20.3514739229025,19.139927717658452,1.21,5.9
1998-04-26,T10,20.124716553288,18.64970421767204,1.48,7.4
1998-04-27,T10,16.2273242630386,18.094442659606315,-1.87,11.5
1998-04-28,T10,16.9359410430839,19.03973660287104,-2.1,12.4
1998-04-29,T10,25.0,29.95977883451421,-4.96,19.8
1998-04-30,T10,39.3140589569161,35.651449065483945,3.66,9.3
1998-05-01,T10,34.9631519274376,31.786494584913154,3.18,9.1
1998-05-02,T10,23.6678004535147,21.290724494685527,2.38,10.1
1998-05-03,T10,20.6916099773243,20.159325020206385,0.53,2.6
1998-05-04,T10,20.2947845804989,20.143775612649936,0.15,0.7
1998-05-05,T10,17.2052154195011,18.480493236282424,-1.28,7.4
1998-05-06,T10,20.3373015873016,25.930130327671108,-5.59,27.5
1998-05-07,T10,35.218253968254,32.034544940998266,3.18,9.0
1998-05-08,T10,28.6139455782313,29.788157159587694,-1.17,4.1
1998-05-09,T10,19.7704081632653,18.86714841002246,0.9,4.6
1998-05-10,T10,18.2114512471655,18.98358710867765,-0.77,4.2
1998-05-11,T10,15.8730158730159,16.90151235777093,-1.03,6.5
1998-05-12,T10,17.219387755102,17.071584543298968,0.15,0.9
1998-05-13,T10,22.562358276644,23.088465288152847,-0.53,2.3
1998-05-14,T10,37.7834467120181,35.206268928243226,2.58,6.8
1998-05-15,T10,32.312925170068,29.835357743468716,2.48,7.7
1998-05-16,T10,20.3939909297052,20.0725398379614,0.32,1.6
1998-05-17,T10,20.578231292517,19.04973385948389,1.53,7.4
1998-03-18,T100,17.3724355602315,14.31616925923487,3.06,17.6
1998-03-19,T100,21.3703314045239,21.36778665552455,0.0,0.0
1998-03-20,T100,20.8968963703314,18.978173238117048,1.92,9.2
1998-03-21,T100,9.33719095213046,10.604565942740305,-1.27,13.6
1998-03-22,T100,12.2304050499737,10.725545824519438,1.5,12.3
1998-03-23,T100,12.2961599158338,10.203926792896725,2.09,17.0
1998-03-24,T100,9.87638085218306,12.493776141827526,-2.62,26.5
1998-03-25,T100,14.9789584429248,15.965325547264626,-0.99,6.6
1998-03-26,T100,24.0136770120989,23.04006150083583,0.97,4.0
1998-03-27,T100,20.0552340873225,20.841665085685538,-0.79,3.9
1998-03-28,T100,7.25933719095213,10.235653536868664,-2.98,41.1
1998-03-29,T100,10.1130983692793,12.11615300486402,-2.0,19.8
1998-03-30,T100,13.5849552866912,13.142969286009976,0.44,3.2
1998-03-31,T100,15.215675960021,13.194177926723944,2.02,13.3
1998-04-01,T100,18.753287743293,16.63890384355475,2.11,11.3
1998-04-02,T100,22.8958442924776,22.570775780047917,0.33,1.4
1998-04-03,T100,20.0946870068385,19.69107109558155,0.4,2.0
1998-04-04,T100,10.5470804839558,9.471965932825448,1.08,10.2
1998-04-05,T100,12.7432930036823,12.987085617153362,-0.24,1.9
1998-04-06,T100,10.1262493424513,11.10699634154671,-0.98,9.7
1998-04-07,T100,14.4792214623882,11.408217647779601,3.07,21.2
1998-04-08,T100,19.5423461336139,15.955809921672808,3.59,18.4
1998-04-09,T100,18.1877958968964,22.98331738327736,-4.8,26.4
1998-04-10,T100,16.938453445555,19.37301068097023,-2.43,14.3
1998-04-11,T100,10.1657022619674,9.520119087921776,0.65,6.4
1998-04-12,T100,8.74539715938979,11.453561978730377,-2.71,31.0
1998-04-13,T100,11.4807995791689,9.634515400148022,1.85,16.1
1998-04-14,T100,12.8616517622304,12.391568175740105,0.47,3.7
1998-04-15,T100,14.6107311941084,17.197595889321924,-2.59,17.7
1998-04-16,T100,22.5933719095213,20.215260159710496,2.38,10.5
1998-04-17,T100,18.3587585481326,18.68452501736055,-0.33,1.8
1998-04-18,T100,11.8358758548133,10.123791098089981,1.71,14.4
1998-04-19,T100,11.3624408206207,11.547285923976048,-0.18,1.6
1998-04-20,T100,9.66596528143083,10.62633115335456,-0.96,9.9
1998-04-21,T100,10.8758548132562,11.692775829477522,-0.82,7.5
1998-04-22,T100,11.8621778011573,15.015807998233434,-3.15,26.6
1998-04-23,T100,25.1446607048922,20.343941176192825,4.8,19.1
1998-04-24,T100,5.23408732246186,20.470622431496107,-15.24,291.2
1998-04-25,T100,8.27196212519726,9.430797518696007,-1.16,14.0
1998-04-26,T100,13.4928984744871,11.09321788886478,2.4,17.8
1998-04-27,T100,6.44397685428722,11.691491024750416,-5.25,81.5
1998-04-28,T100,7.25933719095213,11.579779428866356,-4.32,59.5
1998-04-29,T100,16.2940557601262,14.147419402987413,2.15,13.2
1998-04-30,T100,23.3692793266702,24.131420458642523,-0.76,3.3
1998-05-01,T100,23.5402419779064,18.42058360860085,5.12,21.7
1998-05-02,T100,12.3619147816938,11.537268688715535,0.82,6.6
1998-05-03,T100,13.348237769595,13.17865150861417,0.17,1.3
1998-05-04,T100,17.2803787480274,12.780802758835657,4.5,26.0
1998-05-05,T100,9.29773803261441,13.322739201056683,-4.03,43.3
1998-05-06,T100,15.7417148869016,14.453407414913793,1.29,8.2
1998-05-07,T100,19.2267227774855,21.79455105839039,-2.57,13.4
1998-05-08,T100,19.3976854287217,17.21010423205064,2.19,11.3
1998-05-09,T100,9.08732246186218,10.418849964019419,-1.33,14.6
1998-05-10,T100,10.0999473961073,11.545324840107767,-1.45,14.4
1998-05-11,T100,10.6522882693319,11.087059375381005,-0.43,4.0
1998-05-12,T100,14.2030510257759,10.53741952833314,3.67,25.8
1998-05-13,T100,19.7922146238822,15.541848466574294,4.25,21.5
1998-05-14,T100,20.9495002630195,22.782298723554923,-1.83,8.7
1998-05-15,T100,20.1078379800105,18.204716952212596,1.9,9.4
1998-05-16,T100,8.99526564965808,10.329660199038088,-1.33,14.8
1998-05-17,T100,9.03471856917412,11.768284159480926,-2.73,30.2
1998-03-18,T101,24.5323129251701,25.5422177702658,-1.01,4.1
1998-03-19,T101,35.2749433106576,35.22381075916088,0.05,0.1
1998-03-20,T101,19.3310657596372,20.434074547908903,-1.1,5.7
1998-03-21,T101,19.4586167800454,16.817589068031857,2.64,13.6
1998-03-22,T101,19.9546485260771,22.584893199135404,-2.63,13.2
1998-03-23,T101,18.8350340136054,22.00455512252883,-3.17,16.8
1998-03-24,T101,23.9512471655329,20.89707583990947,3.05,12.7
1998-03-25,T101,27.1541950113379,27.141401223715228,0.01,0.0
1998-03-26,T101,35.7851473922902,38.17685824304238,-2.39,6.7
1998-03-27,T101,19.9829931972789,21.590584649441574,-1.61,8.1
1998-03-28,T101,16.6524943310658,17.053110685434522,-0.4,2.4
1998-03-29,T101,16.1848072562358,20.910977004013077,-4.73,29.2
1998-03-30,T101,17.5736961451247,20.488955431611934,-2.92,16.6
1998-03-31,T101,17.8713151927438,22.69412707536961,-4.82,27.0
1998-04-01,T101,19.7278911564626,24.339046972591664,-4.61,23.4
1998-04-02,T101,26.0062358276644,32.37296405443858,-6.37,24.5
1998-04-03,T101,15.8871882086168,19.772770459743718,-3.89,24.5
1998-04-04,T101,17.7295918367347,14.228460639673218,3.5,19.7
1998-04-05,T101,17.6445578231293,18.37656366607053,-0.73,4.1
1998-04-06,T101,15.1643990929705,16.287538401037512,-1.12,7.4
1998-04-07,T101,17.1060090702948,16.82108563910524,0.28,1.6
1998-04-08,T101,20.6774376417234,20.943896409241017,-0.27,1.3
1998-04-09,T101,15.9438775510204,28.738891101382592,-12.8,80.3
1998-04-10,T101,18.4240362811791,17.383707977510085,1.04,5.6
1998-04-11,T101,16.9642857142857,14.43879330373701,2.53,14.9
1998-04-12,T101,11.0260770975057,17.55031665789063,-6.52,59.1
1998-04-13,T101,15.0226757369615,13.817539523706506,1.21,8.1
1998-04-14,T101,16.4540816326531,16.565694699775694,-0.11,0.7
1998-04-15,T101,21.7828798185941,20.694989036055468,1.09,5.0
1998-04-16,T101,24.3622448979592,27.320689802506998,-2.96,12.1
1998-04-17,T101,17.4178004535147,18.415726695326438,-1.0,5.7
1998-04-18,T101,17.5170068027211,13.893657691255346,3.62,20.7
1998-04-19,T101,25.4393424036281,16.22874872276944,9.21,36.2
1998-04-20,T101,19.6995464852608,18.92736147313007,0.77,3.9
1998-04-21,T101,20.6065759637188,18.784563283176546,1.82,8.8
1998-04-22,T101,21.7545351473923,22.810509386465256,-1.06,4.9
1998-04-23,T101,32.4546485260771,27.59802117657878,4.86,15.0
1998-04-24,T101,17.7012471655329,20.08541805741256,-2.38,13.4
1998-04-25,T101,22.0379818594104,14.090567210787603,7.95,36.1
1998-04-26,T101,23.4126984126984,22.193006471533813,1.22,5.2
1998-04-27,T101,21.3860544217687,19.985952417614715,1.4,6.5
1998-04-28,T101,23.8095238095238,21.345294812645548,2.46,10.3
1998-04-29,T101,27.4659863945578,23.829185497692386,3.64,13.3
1998-04-30,T101,37.4007936507936,31.961768828849056,5.44,14.5
1998-05-01,T101,21.9954648526077,21.53420809672445,0.46,2.1
1998-05-02,T101,23.6961451247166,17.066092507854616,6.63,28.0
1998-05-03,T101,20.7057823129252,22.65699197631134,-1.95,9.4
1998-05-04,T101,23.4410430839002,21.233940582184307,2.21,9.4
1998-05-05,T101,26.3463718820862,20.945972501822542,5.4,20.5
1998-05-06,T101,25.0850340136054,25.577789011282384,-0.49,2.0
1998-05-07,T101,32.9506802721088,31.31699241278219,1.63,4.9
1998-05-08,T101,16.312358276644,20.811464637085763,-4.5,27.6
1998-05-09,T101,19.06179138322,15.85221714021181,3.21,16.8
1998-05-10,T101,22.1230158730159,20.389011858686196,1.73,7.8
1998-05-11,T101,22.5907029478458,19.07150867544403,3.52,15.6
1998-05-12,T101,21.8962585034014,22.159247947228558,-0.26,1.2
1998-05-13,T101,20.1672335600907,24.355006218157467,-4.19,20.8
1998-05-14,T101,34.750566893424,30.794266173586507,3.96,11.4
1998-05-15,T101,16.6383219954649,19.427830374477118,-2.79,16.8
1998-05-16,T101,16.9642857142857,16.036090398793032,0.93,5.5
1998-05-17,T101,20.0113378684807,20.885588367209834,-0.87,4.3
1998-03-18,T102,21.5844671201814,21.57118341215053,0.01,0.0
1998-03-19,T102,33.1490929705215,31.06552941323415,2.08,6.3
1998-03-20,T102,39.7250566893424,33.19320347347825,6.53,16.4
1998-03-21,T102,7.22789115646259,12.48671248182541,-5.26,72.8
1998-03-22,T102,11.9472789115646,14.99123915702761,-3.04,25.4
1998-03-23,T102,15.0793650793651,12.68047517756052,2.4,15.9
1998-03-24,T102,18.3956916099773,17.434601315829244,0.96,5.2
1998-03-25,T102,22.5198412698413,24.835941130676144,-2.32,10.3
1998-03-26,T102,38.8605442176871,34.11730977581182,4.74,12.2
1998-03-27,T102,39.4557823129252,35.12637133223121,4.33,11.0
1998-03-28,T102,7.82312925170068,12.801532442475402,-4.98,63.7
1998-03-29,T102,17.6020408163265,15.072749793797257,2.53,14.4
1998-03-30,T102,18.43820861678,17.434781172107858,1.0,5.4
1998-03-31,T102,19.06179138322,19.78861240231115,-0.73,3.8
1998-04-01,T102,23.0867346938775,23.052728723381065,0.03,0.1
1998-04-02,T102,34.8214285714286,33.174261252691664,1.65,4.7
1998-04-03,T102,38.9030612244898,34.282248085126774,4.62,11.9
1998-04-04,T102,6.50510204081633,12.21292266619104,-5.71,87.8
1998-04-05,T102,18.59410430839,16.79686138391946,1.8,9.7
1998-04-06,T102,14.6683673469388,14.912779888430496,-0.24,1.6
1998-04-07,T102,11.1819727891156,16.376446127707318,-5.19,46.4
1998-04-08,T102,29.719387755102,19.72262419138453,10.0,33.6
1998-04-09,T102,23.5685941043084,36.39846373600582,-12.83,54.4
1998-04-10,T102,36.9897959183673,30.942081809336152,6.05,16.4
1998-04-11,T102,6.60430839002268,9.736051075599791,-3.13,47.4
1998-04-12,T102,4.16666666666667,15.75181720543329,-11.59,278.2
1998-04-13,T102,19.2602040816327,14.878270522535107,4.38,22.7
1998-04-14,T102,22.3497732426304,16.47532168635759,5.87,26.3
1998-04-15,T102,23.2568027210884,27.058694590875746,-3.8,16.3
1998-04-16,T102,34.3820861678005,30.556659149592832,3.83,11.1
1998-04-17,T102,38.9880952380952,32.6363953671829,6.35,16.3
1998-04-18,T102,5.34297052154195,9.75196532690876,-4.41,82.5
1998-04-19,T102,12.9251700680272,12.847441821315003,0.08,0.6
1998-04-20,T102,15.5612244897959,16.24000529417129,-0.68,4.4
1998-04-21,T102,13.6621315192744,19.005683686662536,-5.34,39.1
1998-04-22,T102,20.1814058956916,22.40345978826144,-2.22,11.0
1998-04-23,T102,33.9710884353741,32.16185484271209,1.81,5.3
1998-04-24,T102,33.8718820861678,35.84255534991811,-1.97,5.8
1998-04-25,T102,6.30668934240363,7.820638949701567,-1.51,23.9
1998-04-26,T102,17.9138321995465,14.014719458450134,3.9,21.8
1998-04-27,T102,15.1218820861678,16.574877946582262,-1.45,9.6
1998-04-28,T102,20.2097505668934,16.75897687569995,3.45,17.1
1998-04-29,T102,27.9761904761905,24.09592872981045,3.88,13.9
1998-04-30,T102,37.3582766439909,35.56398098336432,1.79,4.8
1998-05-01,T102,34.9206349206349,34.355914027203625,0.56,1.6
1998-05-02,T102,8.12074829931973,7.812027328527931,0.31,3.8
1998-05-03,T102,6.59013605442177,15.536330910320917,-8.95,135.8
1998-05-04,T102,18.0697278911565,17.11161840865686,0.96,5.3
1998-05-05,T102,14.2148526077098,17.78613750627687,-3.57,25.1
1998-05-06,T102,19.7137188208617,23.486858044051637,-3.77,19.1
1998-05-07,T102,25.297619047619,29.572549205221478,-4.27,16.9
1998-05-08,T102,32.9648526077098,27.413625751835642,5.55,16.8
1998-05-09,T102,6.73185941043084,7.4749198347795,-0.74,11.0
1998-05-10,T102,14.0873015873016,12.802945940871837,1.28,9.1
1998-05-11,T102,17.0493197278912,14.453589484430092,2.6,15.2
1998-05-12,T102,2.69274376417234,16.58804970825634,-13.9,516.2
1998-05-13,T102,20.4648526077098,19.71122358603798,0.75,3.7
1998-05-14,T102,36.0402494331066,29.22994712483234,6.81,18.9
1998-05-15,T102,35.2749433106576,32.642603322669515,2.63,7.5
1998-05-16,T102,7.72392290249433,7.45537439046508,0.27,3.5
1998-05-17,T102,14.640022675737,14.374794241511541,0.27,1.8
1998-03-18,T103,6.74603174603175,6.095767166350987,0.65,9.6
1998-03-19,T103,11.3378684807256,10.5193881111426,0.82,7.2
1998-03-20,T103,7.38378684807256,8.774366611013106,-1.39,18.8
1998-03-21,T103,6.46258503401361,5.111457513935829,1.35,20.9
1998-03-22,T103,8.50340136054422,6.966678185621895,1.54,18.1
1998-03-23,T103,6.19331065759637,6.649174081820791,-0.46,7.4
1998-03-24,T103,4.52097505668934,6.0112135488502165,-1.49,33.0
1998-03-25,T103,5.49886621315193,7.326784641080062,-1.83,33.3
1998-03-26,T103,10.0056689342404,10.460059408288323,-0.45,4.5
1998-03-27,T103,7.48299319727891,8.375030925084308,-0.89,11.9
1998-03-28,T103,6.23582766439909,5.627608038598411,0.61,9.8
1998-03-29,T103,8.98526077097506,7.725511045591285,1.26,14.0
1998-03-30,T103,8.64512471655329,8.099748708664771,0.55,6.4
1998-03-31,T103,6.36337868480726,7.571460694607204,-1.21,19.0
1998-04-01,T103,6.97278911564626,7.420498088953581,-0.45,6.5
1998-04-02,T103,11.7913832199546,10.099492967548631,1.69,14.3
1998-04-03,T103,7.32709750566893,9.371874738520285,-2.04,27.8
1998-04-04,T103,6.22165532879819,5.540807955840499,0.68,10.9
1998-04-05,T103,9.53798185941043,7.89354275386032,1.64,17.2
1998-04-06,T103,8.2766439909297,7.681372004989218,0.6,7.2
1998-04-07,T103,10.671768707483,7.250959540720214,3.42,32.0
1998-04-08,T103,11.2103174603175,9.519911879316632,1.69,15.1
1998-04-09,T103,12.3582766439909,12.533751570487524,-0.18,1.5
1998-04-10,T103,14.1014739229025,10.099654113323052,4.0,28.4
1998-04-11,T103,11.1536281179138,7.2306969127941425,3.92,35.1
1998-04-12,T103,10.6009070294785,9.908497115207318,0.69,6.5
1998-04-13,T103,11.3095238095238,8.328417428374305,2.98,26.3
1998-04-14,T103,9.99149659863946,10.246845734542397,-0.26,2.6
1998-04-15,T103,10.2465986394558,10.95478955271157,-0.71,6.9
1998-04-16,T103,12.2732426303855,12.865284034317751,-0.59,4.8
1998-04-17,T103,7.6530612244898,11.927302959187438,-4.27,55.8
1998-04-18,T103,6.47675736961451,8.139418711982579,-1.66,25.6
1998-04-19,T103,9.45294784580499,9.23446180927406,0.22,2.3
1998-04-20,T103,5.82482993197279,9.210669784215003,-3.39,58.2
1998-04-21,T103,5.27210884353742,7.610818447940064,-2.34,44.4
1998-04-22,T103,7.11451247165533,8.585056677139407,-1.47,20.7
1998-04-23,T103,11.9472789115646,11.163799324133429,0.78,6.5
1998-04-24,T103,8.6734693877551,9.9026136615065,-1.23,14.2
1998-04-25,T103,5.55555555555556,6.520242281975683,-0.96,17.3
1998-04-26,T103,6.97278911564626,8.025598789137677,-1.05,15.1
1998-04-27,T103,6.8452380952381,6.768060256611033,0.08,1.2
1998-04-28,T103,4.96031746031746,7.096581114411673,-2.14,43.1
1998-04-29,T103,9.41043083900227,7.977309694582507,1.43,15.2
1998-04-30,T103,10.8985260770975,13.411468676977599,-2.51,23.0
1998-05-01,T103,13.8180272108844,9.96216643635174,3.86,27.9
1998-05-02,T103,9.49546485260771,7.915222130698974,1.58,16.6
1998-05-03,T103,10.7993197278912,9.447508274471028,1.35,12.5
1998-05-04,T103,8.63095238095238,9.933253775799813,-1.3,15.1
1998-05-05,T103,7.11451247165533,7.978386464772568,-0.86,12.1
1998-05-06,T103,7.79478458049887,8.865334057240322,-1.07,13.7
1998-05-07,T103,12.3582766439909,10.825194290731005,1.53,12.4
1998-05-08,T103,9.83560090702948,11.603480478134676,-1.77,18.0
1998-05-09,T103,8.44671201814059,7.58862568790839,0.86,10.2
1998-05-10,T103,7.79478458049887,9.340230142178317,-1.55,19.9
1998-05-11,T103,6.22165532879819,7.424958804499516,-1.2,19.3
1998-05-12,T103,7.96485260770975,6.8207022340886345,1.14,14.3
1998-05-13,T103,8.60260770975057,9.036483208536973,-0.43,5.0
1998-05-14,T103,15.1360544217687,12.160851878565198,2.98,19.7
1998-05-15,T103,11.8764172335601,11.447404047256889,0.43,3.6
1998-05-16,T103,8.48922902494331,8.13138022358327,0.36,4.2
1998-05-17,T103,9.0702947845805,8.93357072532126,0.14,1.5
1998-03-18,T104,23.9229024943311,26.177476090565023,-2.25,9.4
1998-03-19,T104,46.4285714285714,37.84289027204359,8.59,18.5
1998-03-20,T104,42.1910430839002,34.091784970444316,8.1,19.2
1998-03-21,T104,18.3815192743764,14.740661644323325,3.64,19.8
1998-03-22,T104,17.5453514739229,20.186938854281845,-2.64,15.0
1998-03-23,T104,17.4036281179138,16.14486231555003,1.26,7.2
1998-03-24,T104,18.43820861678,17.390954349238488,1.05,5.7
1998-03-25,T104,26.6014739229025,28.226905323280157,-1.63,6.1
1998-03-26,T104,44.671201814059,42.23951607438299,2.43,5.4
1998-03-27,T104,44.3027210884354,39.24038307176917,5.06,11.4
1998-03-28,T104,16.5958049886621,16.94436282531094,-0.35,2.1
1998-03-29,T104,25.4251700680272,19.975133383689744,5.45,21.4
1998-03-30,T104,22.6757369614512,21.17855746317018,1.5,6.6
1998-03-31,T104,14.5124716553288,21.24520240340792,-6.73,46.4
1998-04-01,T104,25.907029478458,26.261266037073426,-0.35,1.4
1998-04-02,T104,42.4744897959184,40.27752722385584,2.2,5.2
1998-04-03,T104,41.156462585034,38.09384866910963,3.06,7.4
1998-04-04,T104,12.5850340136054,15.859839466380581,-3.27,26.0
1998-04-05,T104,21.3010204081633,19.518197310893154,1.78,8.4
1998-04-06,T104,23.5402494331066,17.48862585877833,6.05,25.7
1998-04-07,T104,17.7154195011338,17.69148436073,0.02,0.1
1998-04-08,T104,43.0130385487528,25.27310151165044,17.74,41.2
1998-04-09,T104,29.4642857142857,45.45534957977539,-15.99,54.3
1998-04-10,T104,31.6609977324263,32.90284853884444,-1.24,3.9
1998-04-11,T104,13.7755102040816,13.27522804779796,0.5,3.6
1998-04-12,T104,25.0,19.358890445390976,5.64,22.6
1998-04-13,T104,19.7137188208617,20.51652489425939,-0.8,4.1
1998-04-14,T104,17.7579365079365,18.35351792791043,-0.6,3.4
1998-04-15,T104,23.937074829932,27.777881901698187,-3.84,16.0
1998-04-16,T104,41.9359410430839,34.730522859365536,7.21,17.2
1998-04-17,T104,35.7284580498866,31.03617502117862,4.69,13.1
1998-04-18,T104,14.937641723356,14.228024029001567,0.71,4.8
1998-04-19,T104,18.9767573696145,20.869609207406903,-1.89,10.0
1998-04-20,T104,19.3452380952381,18.64448215574346,0.7,3.6
1998-04-21,T104,9.02777777777778,18.409586312080314,-9.38,103.9
1998-04-22,T104,27.891156462585,22.433098537318468,5.46,19.6
1998-04-23,T104,48.469387755102,40.41567071633284,8.05,16.6
1998-04-24,T104,10.3741496598639,34.989359904675744,-24.62,237.3
1998-04-25,T104,10.1473922902494,11.93424570513497,-1.79,17.6
